Level,Text
A1,"Hazlo por tu padre o por tu madre.Aguanta por tus hijos. No seas egoísta.
Anda piensa en la familia. Toda la vida pensando en los demás.Con tu existencia secuestrada.
Toda la vida haciendo lo que los demás te pedían. Aunque tú sintieras otra cosa. Y ya no sabes quién eres.
Artículo relacionado
### No intentes cambiarme: quiéreme tal como soy
Porque hace mucho tiempo que nadie te pregunta cómo estás.Que nadie se interesa de verdad por ti. Que eres un fantasma.
Venga qué te cuesta.No seas mala hija mala esposa o mala madre. Esfuérzate por cumplir con los deseos de los demás. Obedece.
Así día tras día. Hasta que no hay nada de ti en ningún lugar.Solo una sombra que sonríe y limpia y cuida.
Artículo relacionado
### Tenemos que cuidar a las personas
Ten en cuenta a todo el mundo. Y olvídate de ti. Pero eso se terminó. Di NO.
No lo quiero hacer no lo voy a aguantar ya no pienso primero en ti.Ahora pienso primero en mí.
Y solo en mí. Hasta que los demás.Me demuestren algo más."
A1,Hola
A1,"1. ¿En qué se parece un esqueleto a una comida de viernes? En que le falta la carne.
2. ¿Qué es lo que va de Madrid a Toledo sin moverse? El camino.
3. ¿En qué se parece un gallo a un monte? En la cresta.
4. ¿Por qué en invierno sale tarde el sol? Porque como hace frío no le da la gana de madrugar.
5. ¿Por qué es más frío el aire en el invierno que en el verano? Porque en el invierno le cierran las puertas de las casas y tiene que estarse en la calle.
6. ¿Qué es lo que se nos aparece una vez en un minuto dos veces en un momento y nunca en un siglo? La letra M.
7. ¿En qué estado se coge un cordero para matarlo? Vivo."
A1,"Hola soy Beatriz y estamos al frente de la Iglesia San Francisco ﻿en el Centro de Lima y vamos a preguntar a las personas ﻿en qué creen.

¿En qué creo? Creo en un Dios todopoderoso. ¿No?
Y… que la familia es lo más importante.

La pregunta es ¿En qué crees?
En Dios.

¿En quién creo? ¿De manera personal? o..¿si?
En mi creencia en Dios.
¿Y aparte de Dios?
Tengo que creer en mí misma para poder hacer las cosas bien.

Creo en mí.
¿Por qué?
Porque siento que creyendo en mi me siento mejor.
O sea es mucho más fácil para mí creer en mi persona.
Es lo único que puedo modificar pues.
Es lo único (sobre lo) que yo tengo control.

¿En qué creo? En Dios en lo que vivo todos los días.
Bueno yo no creo tanto en Dios pero sí creo que hay algo…
O sea una fuerza superior ¿no?

¿En qué crees?
En Dios.
¿Y aparte de Dios?
La vida.

¿En qué crees?
En mi.
¿Por qué?
Porque yo soy real y puedo hacer las cosas.

¿En qué creo? Ahorita en el estudio porque estoy estudiando.
Que bueno… Es lo que ahora me va a servir pues para ﻿salir adelante pues ¿no?
¿Qué estás estudiando?
Ingeniería informática en la (Univ.) Villareal.

Creo en mis sueños; creo en Dios; creo en mi mamá.
Creo en mi.
Ok ¿Por qué?
¿Por qué? Porque si yo creo en mi voy a hacer posible ﻿hacer cosas nuevas.
¿En qué creo? Bueno yo creo en Dios.
¿Y aparte de Dios?
Ah… depende qué es creer pues ¿no?
O sea cómo considerar eso.
Este… yo entiendo que creer es tener conciencia de algo que existe ¿no?

No te rías…
Ya… ¿ya?
Yan.¿ya?
Como habrán podido darse cuenta en Perú…
Como habrán podido darse cuenta…
Perú siendo un país predominantemente católico…
Como habrán podido darse cuenta pa…
Ya de nuevo.
Como habrán podido darse cuenta Perú es un país ﻿predominantemente católico.
Es por eso que la pregunta a la re…
Como habrán podido darse cuenta Perú es un país ﻿predominantemente católico.
Es por eso que la respuesta ﻿a la pregunta ¿en qué crees? ha sido prácticamente unánime.
Ya solamente voy a decir “hasta la próxima"" ¿ya?
¡Hasta la próxima!
I've Finished Watching"
A1,"Hola. Nos encontramos en Lima Perú en el distrito de Miraflores.
Estamos en el parque del Reducto y vamos a preguntarle a la gente ﻿cuáles son sus planes para hoy.
Hola ¿Cuáles son tus planes para hoy?
Hola. Comprar las cosas para mi hija.
¿Y más tarde qué vas a hacer?
¿Más tarde qué voy a hacer? Este… no sé. Tengo un baby shower.
¿En dónde? -En Monterrico (un distrito Limeño).
¿Sí? ¿Y vas a ir con ella? -Por supuesto a todos lados.
¿Cómo se llama? —Luana.
Hola ¿Cuáles son tus planes para hoy?
Nos vamos al centro de Lima a ver cosas.
¿Qué cosas? -Umm… para novios.
¿Se van a casar? -Así es.
¿Cuándo es la boda? -Para diciembre todavía.
Felicitaciones. —Muchas gracias hasta luego.
Uuu... no sé primero hacer compras .. después vemos.
Creo que voy a ir .. con unos amigos hay un ..
Vamos a hacer un(a) reunión de trueque a las tres.
Cada uno trae lo que ya no quiere lo que ya no necesita.
Y vamos a intercambiar. Esto lo vamos a hacer en la tarde.
¿Para hoy? Bueno quiero almorzar. Estoy con hambre.
¿Qué estás planeando almorzar?
Una cosa sana pues por ejemplo... un este…
Algo para bajar el colesterol.
Un pan con chicharrón y bastante camote frito.
¡Eso baja mucho el colesterol!
Dicen que es bueno para... no si no lo baja…
Por lo menos te mueres más rápido. -Gracias.
¿Cuáles son tus planes para hoy?
Ahorita estar acá y de ahí ir al mercado de Surquillo.
¿Qué van a hacer allá?
No... vengo a acompañar a un amigo inglés ﻿para que lo conozca.
Me ha pedido conocer el mercado de Surquillo.
Y más tarde en la noche ¿qué van a hacer?
Salir a cenar. -¿A dónde?
Ni idea todavía.
A un lugar típico seguro.
No no no... de acá de Miraflores si.
Hola ¿cuáles son tus planes para hoy?
Umm nada creo. No sé todavía no he planeado nada.
¿Mis planes para hoy? —Sí -Visitar a una familia enferma.
Ohh ya. ¿Y después de eso qué vas a hacer?
Bueno… También tengo que hacer un... un rico guiso… vegetariano.
Oh qué bien. ¿Y has venido a comprar las cosas ﻿para hacer el guiso ahora? -Sí si si. -Gracias.
¿Cuáles son tus planes para hoy? -No nada… tranquilazo.
De verdad si… en familia. -¿Si? OK gracias.
Pucha me agarraron frío (desprevenido).
Yo hoy día me voy a Chile. Así que…
Pasearme por acá con mi enamorada y con su amigo.
¿Y qué vas a ir a hacer a Chile? -A visitar a mi papá que vive allá.
Ohh.. ¿en qué ciudad? -En Santiago. En las Condes.
¿Ya has ido antes? —Sí yo he vivido allá (por) seis años.
(“Es chilenol“) —Nací allá. (“Me quemas ¿no?)
Tú eres… ¿Tú eres chileno? -Sí. -Pero no pareces.
Pero no me gusta tampoco así que no se preocupen.
No yo soy de acá.
¿Cuáles son tus planes para hoy?
¿Para hoy? Estar todo el día con mi hijo.
¿A dónde van a ir?
Uhh... Después de almorzar vamos a ir a los juegos ﻿y después al teatro... una obra infantil.
¿Para hoy? Voy a almorzar ahorita.
¿Si? ¿Qué vas a almorzar?
Uhh.… En Chorrillos en un restaurante. “Sonia“.
¿El restaurante se llama Sonia? -Sí.
¿Si? ¿Qué vas a comer?
Um… No sé. Depende *de la carta. ¿Ceviche quizás?
¿Ceviche? —Sí .
¿Te gusta el ceviche? —Si' muy rico.
¿De dónde eres?
Uh... Originalmente de Holanda pero viv(o) en Nueva Zelanda.
Y... tengo una esposa de Lima.
¿Ah si? ¿Y cuánto tiempo vives en Peru?
No vivo aquí estoy en vacaciones. -Ah ok.
Hola ¿cuáles son tus planes para hoy?
¿Mis planes para hoy?
Este almorzar con una amiga que ha llegado del extranjero.
Comprar acá algunas cosas que me hace falta.
Pucha hoy día justamente salíamos en familia.
Queríamos pasar el rato con Noa. Y… bueno…
Que tuviera un día increíble.
Queríamos ir al cine.
Hemos venido acá a que pinte unos unas iguanas.
Y y ¿qué mas? Ir a almorzar. El él.. era el sábado para él.
Todo el día para él.
Tenemos un matrimonio. -…Un matrimonio.
Oh ¿En dónde? -En Cieneguilla.
¿Y ya están todos preparados está todo listo?
No todavía. -¿No? ¿Qué falta?
¿Qué falta? —Ver a qué hora vamos a ir.
Falta cómo vamos a ir la hora.
Falta qué nos vamos a poner.
¿Y hay fiesta? -Sí hay fiesta.
Se van a quedar a la fiesta? -Sí claro.
Mis planes para hoy.. estar todo el día con este pequeño.
¿Cómo se llama? -Mateo. Hola Mateo. Saluda.
I've Finished Watching"
A1,"Si te conceden tres deseos en este momento ¿qué pides?
Oy… no se me ocurre.
¿Nada nada? ¿Ni siquiera uno?
Que… que me haga caso…
Si te conceden tres deseos en este momento ¿qué pides?
Salud ah… felicidad y paz.
Si te conceden tres deseos en este momento ¿qué pides?
Ah… no sé… meterle gol a mi papá…
Ya muy bien ese es uno.
¿Tú qué pides?
Ay salud… salud salud y salud.
Ehh un carro ehh… un viaje al Caribe y…
Y ganarte la Tinka (lotería peruana)
Tres… ser feliz tener plata y que mis hijos tengan salud.
Irme a otro planeta.
Ser un buen futbolista cuidar a mi familia…
Ya.
Tener un cigarro ahorita para fumar.
Mantener a mi familia a mi hermano.
Así cuando sea grande ya se cuide solo.
Y ¿tú?
Ganarme la Tinka irme de viaje por todo el mundo y… no sé…
Salud para mis papás siempre.
Buena salud felicidad para mi prójimo…
Muy bien.
Paz para todos.
Que mis perros vivan para siempre.
Ok.
Que… se acabe la pobreza en el mundo y qué más… no sé me ocurre.
Algo para ti.
Ser millonaria.
Ah ya.
¿Si?
Excelente. Gracias. -Chau.
Tres deseos… un viaje por Asia…
Ok…

Salud trabajo y amor. Las tres.
Ok.
Terminar mi universidad que allá donde vivo es muy caro…
Y no sé ser feliz.

Salud mmm… Vivir lo máximo con mis hijos mis sobrinas.
Y… tener tranquilidad ¿no?
Tener salud.
Ok va uno.
Eh… viajar.
Ok.
Y… tener estabilidad laboral.
Si te conceden tres deseos en este momento ¿qué pides?
Un teatro. Cecilia… viviendo en Lima
Ok.
Que Facundo esté feliz siempre.
¿Quién es Cecilia?
Eh… una gran amiga que está muy muy enferma.
Ok ¿y quién es Facundo?
Mi hijo.
Ok.
Que mi vida sea mucho mejor y que mis padres sean felices…
Y que… y que nunca nos pase nada a mi familia.
Muy bien.
Ah… buena pregunta… Ahh… No no sé.
No mejor no mejor no me meto en problemas.
¿Mejor no? —Ahhh no no es cierto.
I've Finished Watching"
A1,"¿Se las diste?
¿Qué decías ?
¿Se siente como dar un paseo.
Ellos nos lo dieron.
Juan se lo dio.
Nosotros se los dimos.
María te va a dar el dinero.
¿A quién diste el dinero?
María le va a dar el dinero.
¿Me pudiera dar un asiento de ventana por favor?
He oído que.....
Juan dijo que estaría esperándonos.
Sí se lo he dado.
Él dijo que iría.
Se lo doy a él.
No señor no me dijeron nada.
Se lo doy a él.
Es interesante que digas eso.
Yo se lo daré.
Me dijo que fue a verlo.
María danos el dinero.
¡ No me digas lo que significa !
Si me dieron muchos.
¡No escuches lo que dice!
Yo no te puedo dar el dinero hoy
Dijo que empezarías mañana.
Sí se lo he dicho.
pero te lo voy a poder dar mañana.
No no le hemos dicho nada.
Ella me dio el dinero.
¿A quién se lo has dicho?
Yo te lo daré.
Él salió sin decir adios.
Yo te lo di.
No no podría decirle.
Yo se lo daré a ella mañana.
Elenita me dijo que te saludara.
Nosotros se lo daremos a ella mañana.
¿Por qué le dijiste eso a María?
dar un buen consejo
Te dirá que te quedes.
Me dio todo lo que tenía.
No no siempre decimos la verdad.
¡ Démonos prisa !
.
 .
.
¿ ?
. .
.
.
¿ ?
.
.
.
.
.
."
A1,"¿Dónde está Jean?
Esta es una historia para niños pero perfectamente adaptada para los principiantes en el aprendizaje de la lengua
French (Francés)

1
¿DÓNDE ESTÁ JEAN? (Francés: Emandir)
2
Jean y Marie están en el jardín. Hace buen tiempo hoy hace mucho calor. Pero ayer ¡hacía mucho frío! No han podido jugar afuera. Jean y Marie adoran jugar siempre juegan juntos en el jardín delante de la gran casa.
3
Jean es un niño y tiene seis años. La niña es su hermana tiene cinco años. Jean tiene un perrito el perro está también en el jardín en este momento. Al perro le gusta jugar con los dos niños. El perro está muy contento ahora.
4
¿Marie tiene también un perro? No Marie no tiene un perro ella tiene un gato. Pero el gato está en la casa el gato duerme.
5
Su madre está en la casa con el gato ella mira por la ventana y ve a Jean y a Marie que juegan. Jean corre rápido hacia el gran árbol verde se esconde de Marie. ¿Saben por qué? Marie está sentada y tiene las manos delante de sus ojos. No puede ver nada y cuenta. ¿Por qué hace eso? ¿Y qué hace Jean cerca del árbol?
6
Es un juego. Cuando Marie ha terminado de contar mira a su alrededor. Busca a Jean: ¿Adónde ha ido? ¿Lo ven ustedes?
7
Marie no sabe dónde está Jean. Le pregunta al perro: ""¿Has visto a Jean?"" Pero el perro no puede hablar ¡por supuesto! Por eso Marie no obtiene ninguna respuesta a su pregunta. ¡La gente no obtiene jamás respuesta cuando hablan a
los perros!.
8
Marie mira a su madre detrás de la ventana su madre ríe. Marie piensa que ella ha visto adónde fue Jean: ""¡Dime dónde está!"" le dice a su madre. ""No Marie no te lo puedo decir"" responde ella. Aunque ella sepa probablemente dónde está no se lo quiere decir.
9
Marie camina lentamente a través del jardín. Ella busca todavía a Jean. Mira bajo la mesa y bajo las sillas pero Jean no está ahí. Mira por todos lados pero no puede encontrar a Jean."
A1,¡Hola!
A1,El rastro de tu sangre en la nieve
A1,¿Te gusta la vida? Si lo hace gusta este artículo.
A1,"5.2 El concierto Parte II
Buenos días Magdalena.
Buenos días mamá. ¿Qué hora es?
Son las ocho y cuarto mi hija.
¡Ay mamá! Es muy tarde. Tengo mi clase de ejercicio a las ocho y media. Tengo que irme ya.
(Magdalena sale corriendo de su casa y va al YMCA a su clase de ejercicio. Llega a las ocho y media en punto. En su clase Magdalena tiene una sorpresa muy grande.)
¡David! ¿Por qué estás aquí en mi clase de ejercicio?
Pues me invitaste ¿no?
Sí pero a ti no te gusta el ejercicio ¿verdad?
Bueno a mí no me gusta correr mucho pero sí me gusta el ejercicio. Por ejemplo me encanta jugar al ping pong. Y me gusta bailar un poco especialmente cuando escucho jazz… Hablando de eso Magdalena ¿quieres…?
Lo siento David pero la clase comienza ya. Podemos hablar después.
(Magdalena y David hacen los ejercicios y después de la clase los dos tienen calor y están cansados.)
Bueno David. ¿te gusta mi clase de ejercicio?
Un poco. Está bien. Pero ahora quiero almorzar. Quiero comer una hamburguesa doble y tomar una Coca Cola muy fría y grande. ¿Quieres ir a comer conmigo ahora?
¡David! Yo no como hamburguesas y no bebo Coca Cola. Esas cosas son muy malas para la salud. Y sólo son las nueve y media de la mañana. No es la hora del almuerzo.
Es cierto Magdalena. ¿Pero tienes tiempo para ir al concierto conmigo esta noche? Podemos comer ensaladas y escuchar jazz y bailar un poco si quieres. ¿Qué piensas?
Gracias por la invitación David. Te llamo por teléfono esta tarde. Adiós."
A1,"Todos mis problemas parecían tan lejos
ahora parece que están aquí para quedarse.
oh yo creo en el ayer
De repente
No soy la mitad del hombre que solía ser
hay una sombra que se cierne de mí
oh el ayer de pronto llegó
¿porque ella tuvo que irse? no lo se
Ella no me lo dijo
Yo dije algo equivocado
ahora anhelo por el ayer
ayer
el amor era un juego tan fácil
ahora necesito un lugar donde esconderme
oh creo en el ayer"
A1,"¡Buenas tardes señor!
Quiero ir al hotel San Miguel.
¿Me puede llevar?
¡Claro que sí!
¡Gracias!
Pásale
¿Es el que está cerca de la iglesia de San Miguel?
Si creo que está a dos calles.
Ajá.
Aquí damos vuelta a la derecha y ahorita llegamos. Está cerca.
Está cerca.
Muy bien.
Sí. ¿Anda de vacaciones?
Sí de vacaciones.
Acaba de llagar.
¿De dónde viene?
De Canadá
de Vancouver.
Huy...
está usted muy lejos.
Sí.
¡Pero qué bueno
que nos visita!
¿Cuánto tiempo se hace
de... México...
de Canadá a México?
Son casi seis horas.
Sí. En vuelo directo.
Voy a estar
como doce días.
Entonces voy a aprovechar
para visitar a mi mamá también
que vive aquí.
Volver a conocer a México.
Sí.
Con tantos cambios
que existen ahora.
Sí ¡verdad!
Tráfico...
contaminación...
¿Qué le parece
el clima de acá?
Ay está muy bien
porque no hace mucho calor.
Pero ahorita está tranquilo;
no ha llovido
eso es lo bueno.
Sí porque hubo mucha lluvia
¿verdad?
Sí en los días anteriores.
Aquí a la izquierda
está la iglesia de San Miguel...
Ah bien.
y a la derecha damos vuelta
y está el hotel San Miguel...
Ah muy bien.
donde le dijeron
que está enfrente el hospital
Vea usted aquí está.
Sí aquí me puede dejar.
Está bien.
Claro.
Gracias señor
¿cuánto le debo?
Veinticinco pesos.
Aquí tienes.
Muchas gracias.
Que le vaya bien
que está bien.
¡Hasta luego!
¡Buenas tardes!
I've Finished Watching"
